Unnamed: 0,treeID,stemID,tag,StemTag,sp,quadrat,gx,gy,DBHID,CensusID,dbh,pom,hom,ExactDate,DFstatus,codes,nostems,date,status,agb,Hectare,Height,Volume,Biomassyt,Carbon Stockyt
33368,33368,33368.0,40360.0,,IXONIC,500,100.0,4.19999980926514,166836.0,1.0,35.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0030037717071257,2,10.0,0.6253732876052183,4632.387236094588,2177.222000964456
33636,33636,33636.0,40636.0,,ANAXJA,501,100.0,39.4000015258789,168176.0,1.0,20.0,1.3,1.29999995231628,1986-04-22,alive,,1.0,9608.0,A,0.0005741283235636,2,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
33639,33639,33639.0,40639.0,,DIOSRU,501,100.0,35.5999984741211,168191.0,1.0,20.0,1.3,1.29999995231628,1986-04-22,alive,,1.0,9608.0,A,0.0007553925511835,2,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
40668,40668,40668.0,50002.0,,DACRR1,500,100.699996948242,0.699999988079071,203336.0,1.0,30.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0021500973569097,2,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
40669,40669,40669.0,50003.0,,EURYLO,500,100.900001525879,0.899999976158142,203341.0,1.0,30.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0014772777758359,2,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
40670,40670,40670.0,50004.0,,SHORP2,500,100.400001525879,1.60000002384186,203346.0,1.0,20.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0005768364760332,2,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
40672,40672,40672.0,50006.0,,ANAXJA,500,102.099998474121,1.79999995231628,203356.0,1.0,20.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0005741283235636,2,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
40673,40673,40673.0,50007.0,,PRUNAR,500,102.099998474121,2.79999995231628,203361.0,1.0,25.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0008488331376008,2,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
40674,40674,40674.0,50008.0,,EUGECH,500,100.199996948242,2.79999995231628,203366.0,1.0,20.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0007844716091415,2,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
40675,40675,40675.0,50009.0,,PALAHE,500,100.800003051758,4.69999980926514,203371.0,1.0,25.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0009803780747386,2,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
40676,40676,40676.0,50010.0,,PEN1MO,500,101.199996948242,4.19999980926514,203376.0,1.0,20.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0005416304939279,2,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
40677,40677,40677.0,50011.0,,ARCHBU,500,101.199996948242,4.69999980926514,203381.0,1.0,25.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0007073609480007,2,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
40678,40678,40678.0,50012.0,,GONITO,500,101.400001525879,4.5,203386.0,1.0,15.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0002424685129618,2,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
40679,40679,40679.0,50013.0,,CASTSC,500,104.800003051758,4.40000009536743,203391.0,1.0,15.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0003029660601401,2,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
40680,40680,40680.0,50014.0,,RINOSC,500,103.300003051758,3.5,203396.0,1.0,35.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0028918062784675,2,10.0,0.6253732876052183,4632.387236094588,2177.222000964456
40681,40681,40681.0,50015.0,,SHORM2,500,104.199996948242,3.59999990463257,203401.0,1.0,45.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0046846471278422,2,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
40682,40682,40682.0,50016.0,,MACALO,500,104.599998474121,3.59999990463257,203406.0,1.0,45.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0055366420043344,2,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
40684,40684,40684.0,50018.0,,APORM1,500,103.900001525879,3.0,203416.0,1.0,15.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0003692134174645,2,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
40685,40685,40685.0,50019.0,,SHORM1,500,103.900001525879,2.70000004768372,203421.0,1.0,35.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0018328829512253,2,10.0,0.6253732876052183,4632.387236094588,2177.222000964456
40686,40686,40686.0,50020.0,,EUGEST,500,103.099998474121,2.59999990463257,203426.0,1.0,85.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0314299702984721,2,20.0,7.376852249710533,54490.817994365345,25610.684457351712
40687,40687,40687.0,50021.0,,ANAXJA,500,103.5,1.89999997615814,203431.0,1.0,15.0,1.3,1.29999995231628,1986-04-21,alive,,1.0,9607.0,A,0.0002920643451585,2,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
