Unnamed: 0,treeID,stemID,tag,StemTag,sp,quadrat,gx,gy,DBHID,CensusID,dbh,pom,hom,ExactDate,DFstatus,codes,nostems,date,status,agb,Hectare,Height,Volume,Biomassyt,Carbon Stockyt
1,1,1.0,2.0,,SHORAC,0,0.600000023841858,0.100000001490116,1.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0003147290894076,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
2,2,2.0,3.0,,MONOMA,0,0.400000005960464,1.0,6.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0002645111050492,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
4,4,4.0,5.0,,KNEMLA,0,0.300000011920929,2.09999990463257,16.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0002590004570273,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
5,5,5.0,6.0,,EUGEDU,0,0.699999988079071,1.60000002384186,21.0,1.0,160.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.168367417635706,1,20.0,26.138050877867084,193306.5566407149,90854.08162113599
6,6,6.0,7.0,,SHORP1,0,0.300000011920929,2.59999990463257,26.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0011847475231951,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
12,12,12.0,13.0,,ARDICR,0,0.899999976158142,4.09999990463257,56.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0003294364579131,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
13,13,13.0,14.0,,SHORM1,0,2.5,3.79999995231628,61.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.000234202540929,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
16,16,16.0,17.0,,QUERAR,0,4.09999990463257,3.5,76.0,1.0,45.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0060698001232703,1,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
17,17,17.0,18.0,,LITHWA,0,3.29999995231628,0.899999976158142,81.0,1.0,70.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0173666972360109,1,15.0,3.7522397256313096,27719.42582439566,13028.13013746596
18,18,18.0,19.0,,EUGEC1,0,1.60000002384186,0.300000011920929,86.0,1.0,20.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0007844716091415,1,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
19,19,19.0,20.0,,ARDICR,0,0.5,6.90000009536743,91.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.001748798505732,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
20,20,20.0,21.0,,AIDIWA,0,0.5,7.59999990463257,96.0,1.0,40.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0045611695065217,1,10.0,0.8168140899333464,6046.687274171238,2841.9430188604815
21,21,21.0,22.0,,APORGL,0,0.699999988079071,5.30000019073486,101.0,1.0,45.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0051502664167578,1,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
23,23,23.0,24.0,,DIOSAP,0,3.5,9.19999980926514,111.0,1.0,83.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0284161099337039,1,20.0,7.033790331938528,51956.19183573398,24419.41016279497
26,26,26.0,27.0,,QUERGE,0,5.19999980926514,9.10000038146973,126.0,1.0,25.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0013044052332083,1,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
27,27,27.0,28.0,,EUGECH,0,3.90000009536743,8.0,131.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0021184338823639,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
28,28,28.0,29.0,,LITHCU,0,4.90000009536743,6.40000009536743,136.0,1.0,20.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0007239346520962,1,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
30,30,30.0,31.0,,QUERAR,0,4.09999990463257,5.30000019073486,146.0,1.0,25.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0013774923724224,1,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
31,31,31.0,32.0,,TARES8,0,3.40000009536743,5.19999980926514,151.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0003780304542995,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
32,32,32.0,33.0,,AIDIWA,0,3.59999990463257,5.69999980926514,156.0,1.0,45.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.006173700337002,1,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
33,33,33.0,34.0,,QUERAR,0,3.0,5.69999980926514,161.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0004077879536175,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
34,34,34.0,35.0,,DIOSVE,0,3.09999990463257,5.09999990463257,166.0,1.0,57.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.010569011342379,1,10.0,1.6586431113709013,12262.831862232026,5763.530975249052
35,35,35.0,36.0,,NEOSKI,0,1.60000002384186,6.80000019073486,171.0,1.0,25.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0010889635646853,1,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
37,37,37.0,38.0,,AIDIWA,0,0.600000023841858,7.69999980926514,181.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0022017786766437,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
39,39,39.0,40.0,,SHORAC,0,0.400000005960464,14.6999998092651,191.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0016707251066047,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
40,40,40.0,41.0,,SHORL1,0,1.89999997615814,14.1999998092651,196.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0002424685129618,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
44,44,44.0,46.0,,QUERGE,0,2.20000004768372,11.3000001907349,216.0,1.0,20.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0007590810548471,1,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
45,45,45.0,47.0,,QUERGE,0,11.0,0.200000002980232,221.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0003861514962893,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
46,46,46.0,48.0,,POL1RU,0,1.29999995231628,10.3000001907349,226.0,1.0,45.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.004757410907428,1,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
47,47,47.0,49.0,,MONOMA,0,2.5,10.1999998092651,231.0,1.0,45.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0039371676475267,1,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
48,48,48.0,50.0,,RYPAAC,0,1.29999995231628,10.3999996185303,236.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0017096755097438,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
54,54,54.0,56.0,,AIDIWA,0,1.39999997615814,19.2000007629395,266.0,1.0,35.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0032460012052939,1,10.0,0.6253732876052183,4632.387236094588,2177.222000964456
56,56,56.0,58.0,,ELAEP3,0,3.20000004768372,18.2999992370605,276.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0014292355324447,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
57,57,57.0,59.0,,SHORM2,0,3.59999990463257,19.7999992370605,281.0,1.0,20.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0006186817647331,1,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
58,58,58.0,60.0,,CASTME,0,4.5,18.8999996185303,286.0,1.0,40.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0038178062663949,1,10.0,0.8168140899333464,6046.687274171238,2841.9430188604815
59,59,59.0,61.0,,PORTAN,0,4.90000009536743,18.5,291.0,1.0,20.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0005957935433207,1,5.0,0.1021017612416683,761.0427456598527,357.69009046013076
60,60,60.0,62.0,,LITHRA,0,4.90000009536743,18.1000003814697,296.0,1.0,25.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0015171030858436,1,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
61,61,61.0,63.0,,EUGECH,0,4.09999990463257,17.8999996185303,301.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0021184338823639,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
63,63,63.0,65.0,,EUGEP4,0,3.70000004768372,17.6000003814697,311.0,1.0,55.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0099985407425926,1,10.0,1.544289138780233,11418.571040845794,5366.728389197523
65,65,65.0,67.0,,GIROPA,0,3.20000004768372,16.2999992370605,321.0,1.0,25.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0008581405184956,1,5.0,0.15953400194010672,1186.9237961848146,557.8541842068628
66,66,66.0,68.0,,SHORBR,0,3.5,15.5,326.0,1.0,35.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0024630884871773,1,10.0,0.6253732876052183,4632.387236094588,2177.222000964456
67,67,67.0,69.0,,DIPTCR,0,5.09999990463257,15.1000003814697,331.0,1.0,845.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,11.5838175518975,1,20.0,729.0321007058219,5455958.654365165,2564300.5675516273
68,68,68.0,70.0,,SHORL1,0,5.09999990463257,15.8999996185303,336.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0002424685129618,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
70,70,70.0,72.0,,IXORLO,0,5.5,17.7999992370605,346.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.002267109457966,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
71,71,71.0,73.0,,CANAPA,0,5.40000009536743,18.0,351.0,1.0,15.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0003003303171913,1,5.0,0.0574322406984384,429.24226550328257,201.7438647865428
74,74,74.0,76.0,,PEN1MO,0,6.0,19.2999992370605,366.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0014626512632039,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
75,75,75.0,77.0,,EURYLO,0,6.40000009536743,18.7999992370605,371.0,1.0,45.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.004142228462502,1,10.0,1.0337803325718913,7649.113919626992,3595.0835422246864
76,76,76.0,78.0,,POMEPA,0,6.5,19.7000007629395,376.0,1.0,30.0,1.3,1.29999995231628,1986-02-04,alive,,1.0,9531.0,A,0.0018594480737934,1,10.0,0.4594579255875072,3406.1661393494674,1600.8980854942495
