TreeID,Volume_m3,DBH,Height_m,Species,Hectare,gx,gy
169792,1.7770811544112366,59.0,10,SCA1SP,5,486.399993896484,90.0
156418,0.8168140899333464,40.0,10,PIMEGR,5,428.399993896484,90.0
156418,0.8168140899333464,40.0,10,PIMEGR,5,448.399993896484,90.0
156418,0.8168140899333464,40.0,10,PIMEGR,5,448.399993896484,90.0
169702,3.0393141777613604,63.0,15,AGLAO2,5,428.399993896484,90.0
169792,1.7770811544112366,59.0,10,SCA1SP,5,428.399993896484,90.0
169771,3.437511046603867,67.0,15,SCHOAC,5,491.799987792969,88.1999969482422
142371,96.8578147842962,308.0,20,DIPTC1,5,414.299987792969,93.4000015258789
149418,6.865322425889775,82.0,20,DACRR1,5,432.0,94.5999984741211
149237,0.0574322406984384,15.0,5,ARCHBU,5,423.299987792969,83.0
169671,0.15953400194010672,25.0,5,MALLPE,5,459.100006103516,90.0999984741211
156537,23.280222580712785,151.0,20,XANTEU,5,455.899993896484,97.9000015258789
156490,0.0,10.0,0,NEOSNI,5,450.5,88.9000015258789
142287,0.0,10.0,0,PIMEGR,5,407.600006103516,91.0999984741211
169671,0.15953400194010672,25.0,5,MALLPE,5,428.399993896484,90.0
169671,0.15953400194010672,25.0,5,MALLPE,5,448.399993896484,90.0
169792,1.7770811544112366,59.0,10,SCA1SP,5,459.100006103516,90.0999984741211
156556,3.7522397256313096,70.0,15,QUERGE,5,428.399993896484,90.0
169702,3.0393141777613604,63.0,15,AGLAO2,5,459.100006103516,90.0999984741211
156418,0.8168140899333464,40.0,10,PIMEGR,5,448.399993896484,90.0
169671,0.15953400194010672,25.0,5,MALLPE,5,483.100006103516,90.0999984741211
169671,0.15953400194010672,25.0,5,MALLPE,5,483.100006103516,90.0999984741211
148743,10.622667239583167,102.0,20,DACRR1,5,432.5,59.7000007629395
163262,0.0574322406984384,15.0,5,PIMEGR,5,469.200012207031,86.6999969482422
142274,3.235349559345364,65.0,15,CANALR,5,405.600006103516,90.6999969482422
149221,7.906760390554792,88.0,20,QUERAR,5,438.799987792969,63.7999992370605
156345,0.2297289627937536,30.0,5,NEOSKI,5,440.700012207031,81.9000015258789
169798,1.0337803325718913,45.0,10,SINDCO,5,491.799987792969,96.9000015258789
142381,0.15953400194010672,25.0,5,PTYCCO,5,410.600006103516,97.8000030517578
142367,12.130710253122608,109.0,20,BARRMA,5,412.200012207031,93.4000015258789
142436,0.0,10.0,0,KOOMMA,5,414.600006103516,80.6999969482422
168480,0.0574322406984384,15.0,5,MACALO,5,481.799987792969,17.1000003814697
163253,7.551446261433785,86.0,20,POL1JE,5,466.200012207031,86.8000030517578
149460,18.33339224855396,134.0,20,DACRR1,5,436.700012207031,92.1999969482422
169613,0.0574322406984384,15.0,5,FAHRPE,5,495.299987792969,60.9000015258789
156564,1.8378317023500288,60.0,10,PAYELU,5,457.299987792969,88.6999969482422
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
142367,12.130710253122608,109.0,20,BARRMA,5,412.200012207031,93.4000015258789
163228,3.335664539765303,66.0,15,GARCBA,5,466.399993896484,90.5
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
148759,4.1933193341953166,74.0,15,DIOSL1,5,435.399993896484,59.7999992370605
141831,1.8378317023500288,60.0,10,LEPISE,5,417.200012207031,55.0999984741211
155676,0.2297289627937536,30.0,5,ADENBI,5,456.299987792969,39.7999992370605
156426,55.4300251604893,233.0,20,XERONO,5,444.600006103516,86.5999984741211
142310,12.80764493015487,112.0,20,MESUFE,5,409.600006103516,86.6999969482422
156512,7.033790331938528,83.0,20,KNEMFU,5,452.200012207031,93.8000030517578
169769,13.738812992678882,116.0,20,PEN1MO,5,487.299987792969,88.3000030517578
156420,4.080752142426378,73.0,15,CANALR,5,438.299987792969,90.9000015258789
169699,3.0393141777613604,63.0,15,SCA1SP,5,489.100006103516,95.0
142347,0.0,10.0,0,NEOSNI,5,405.700012207031,88.3000030517578
169771,3.437511046603867,67.0,15,SCHOAC,5,487.299987792969,88.3000030517578
169791,1.544289138780233,55.0,10,DACRRO,5,477.899993896484,90.5999984741211
155593,19.163479567448718,137.0,20,SCOLSP,5,451.0,23.8999996185303
163334,3.235349559345364,65.0,15,BACCPA,5,462.899993896484,91.3000030517578
162412,0.2297289627937536,30.0,5,MACALO,5,479.299987792969,39.0
163340,0.0574322406984384,15.0,5,SINDCO,5,468.799987792969,94.1999969482422
155606,3.235349559345364,65.0,15,KOILLO,5,454.899993896484,21.0
142345,1.0337803325718913,45.0,10,ARCHBU,5,407.299987792969,87.4000015258789
156495,3.9697164770760622,72.0,15,PAYELU,5,454.100006103516,88.9000015258789
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
163262,0.0574322406984384,15.0,5,PIMEGR,5,466.200012207031,86.8000030517578
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
142375,0.0,10.0,0,MALLPE,5,412.600006103516,90.1999969482422
141981,0.8168140899333464,40.0,10,CYNOMA,5,407.600006103516,79.0
169849,1.2762720155208538,50.0,10,NEOSKI,5,492.600006103516,90.0
169849,1.2762720155208538,50.0,10,NEOSKI,5,486.399993896484,90.0
