TreeID,Volume_m3,DBH,Height_m,Species,Hectare,gx,gy
95163,42.075114790079084,203.0,20,XERONO,3,269.5,91.5
95178,2.849404901851858,61.0,15,CYNOMA,3,268.5,83.3000030517578
95133,7.728082308381872,87.0,20,SANTTO,3,261.100006103516,94.0
94235,1.7770811544112366,59.0,10,XERONO,3,244.800003051758,90.1999969482422
77295,7.204300273212114,84.0,20,DIPTC1,3,218.899993896484,82.5999984741211
83193,3.9697164770760622,72.0,15,DILLSU,3,223.199996948242,89.0999984741211
89021,3.335664539765303,66.0,15,DIOSVE,3,233.300003051758,89.5
89023,1.544289138780233,55.0,10,AGLAME,3,244.800003051758,89.8000030517578
94998,1.544289138780233,55.0,10,PAR1EL,3,269.799987792969,76.0999984741211
77096,14.216649235289893,118.0,20,DIPTC1,3,201.899993896484,90.0
77096,14.216649235289893,118.0,20,DIPTC1,3,201.899993896484,90.0
77176,0.0,10.0,0,NEOSNI,3,201.899993896484,90.0
101616,0.2297289627937536,30.0,5,ARCHBU,3,296.200012207031,84.5
101408,0.0,10.0,0,ARCHCO,3,299.799987792969,78.6999969482422
101594,22.667612013262772,149.0,20,BUCHSE,3,296.200012207031,90.0999984741211
101554,6.372170919092517,79.0,20,LOPHFL,3,294.299987792969,89.5999984741211
95169,3.335664539765303,66.0,15,MEZZLE,3,264.100006103516,89.9000015258789
83228,7.204300273212114,84.0,20,LOPHFL,3,231.199996948242,90.5
89055,4.1933193341953166,74.0,15,EUGEGR,3,242.300003051758,92.0999984741211
83037,1.544289138780233,55.0,10,CALODI,3,228.699996948242,78.4000015258789
89023,1.544289138780233,55.0,10,AGLAME,3,244.800003051758,89.8000030517578
77275,0.6253732876052183,35.0,10,BLUMSU,3,217.899993896484,94.5
83161,31.268664380260912,175.0,20,LITHRA,3,220.100006103516,94.9000015258789
88964,3.335664539765303,66.0,15,GIROPA,3,252.399993896484,70.5999984741211
101317,0.0574322406984384,15.0,5,MACALO,3,288.600006103516,70.1999969482422
101496,1.544289138780233,55.0,10,EUGEPU,3,285.5,90.9000015258789
94922,3.437511046603867,67.0,15,CANALT,3,276.700012207031,50.5999984741211
77113,0.1021017612416683,20.0,5,NEOSNI,3,201.5,91.1999969482422
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
89079,6.534512719466771,80.0,20,DILLSU,3,253.199996948242,83.5
83246,0.6253732876052183,35.0,10,SINDVE,3,233.800003051758,97.9000015258789
82604,0.2297289627937536,30.0,5,EPIPMA,3,236.199996948242,15.1000003814697
76266,0.1021017612416683,20.0,5,TRI3MA,3,201.399993896484,13.8999996185303
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
94235,1.7770811544112366,59.0,10,XERONO,3,253.800003051758,90.1999969482422
101603,1.8378317023500288,60.0,10,GIROPA,3,293.100006103516,88.8000030517578
101325,1.6586431113709013,57.0,10,XANTGR,3,285.200012207031,68.6999969482422
83223,6.865322425889775,82.0,20,SHORM2,3,231.300003051758,87.9000015258789
94972,9.214683952060563,95.0,20,PAYELU,3,262.299987792969,72.9000015258789
94235,1.7770811544112366,59.0,10,XERONO,3,253.800003051758,90.1999969482422
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
77281,6.698896555065857,81.0,20,BARRMA,3,217.399993896484,85.0
95169,3.335664539765303,66.0,15,MEZZLE,3,267.700012207031,89.8000030517578
82983,1.544289138780233,55.0,10,BARRMA,3,238.0,53.4000015258789
89019,24.529948138310804,155.0,20,SHORL2,3,238.5,85.9000015258789
89035,18.608045986294044,135.0,20,CANALL,3,244.800003051758,90.1999969482422
94594,9.214683952060563,95.0,20,CANALT,3,269.100006103516,37.5
94786,10.622667239583167,102.0,20,GIRONE,3,263.100006103516,50.5999984741211
82964,3.7522397256313096,70.0,15,BUCHSE,3,236.5,57.0
82910,3.1365661053440492,64.0,15,EUGECH,3,227.899993896484,45.5
95138,3.0393141777613604,63.0,15,ALANEB,3,263.799987792969,94.0999984741211
83259,6.865322425889775,82.0,20,XANTEL,3,238.5,85.9000015258789
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
89035,18.608045986294044,135.0,20,CANALL,3,244.800003051758,90.1999969482422
95238,3.6457986395368702,69.0,15,ARCHBU,3,279.399993896484,85.4000015258789
82737,1.7770811544112366,59.0,10,XERONO,3,226.0,26.6000003814697
101529,1.2762720155208538,50.0,10,PTYCCO,3,285.600006103516,83.5
83001,4.307418052382881,75.0,15,GONYMA,3,238.300003051758,41.2000007629395
77278,1.6009556162693588,56.0,10,EURYLO,3,215.800003051758,93.4000015258789
89023,1.544289138780233,55.0,10,AGLAME,3,208.5,89.6999969482422
82749,23.90100128906213,153.0,20,POMEPA,3,226.399993896484,22.6000003814697
83168,6.865322425889775,82.0,20,SANTTO,3,223.699996948242,92.1999969482422
95138,3.0393141777613604,63.0,15,ALANEB,3,261.5,94.0
95120,32.34992203181017,178.0,20,GARCPA,3,264.100006103516,89.9000015258789
101298,8.830781329791892,93.0,20,AGLAS2,3,286.799987792969,79.5
83164,1.6586431113709013,57.0,10,LOPHFL,3,220.800003051758,94.8000030517578
76626,1.7770811544112366,59.0,10,DEHACU,3,219.699996948242,30.7000007629395
94365,0.1021017612416683,20.0,5,EPIPMA,3,266.899993896484,5.59999990463257
88406,3.235349559345364,65.0,15,CANALR,3,245.100006103516,2.09999990463257
77096,14.216649235289893,118.0,20,DIPTC1,3,201.899993896484,90.0
94235,1.7770811544112366,59.0,10,XERONO,3,201.899993896484,90.0
77096,14.216649235289893,118.0,20,DIPTC1,3,201.899993896484,90.0
89023,1.544289138780233,55.0,10,AGLAME,3,201.899993896484,90.0
95169,3.335664539765303,66.0,15,MEZZLE,3,201.899993896484,90.0
76327,4.307418052382881,75.0,15,GIRONE,3,207.600006103516,6.0
88561,4.1933193341953166,74.0,15,EUGEST,3,242.399993896484,36.0999984741211
94846,2.849404901851858,61.0,15,ARCHBU,3,265.700012207031,43.2999992370605
76925,0.8168140899333464,40.0,10,BLUMSU,3,202.300003051758,73.6999969482422
89035,18.608045986294044,135.0,20,CANALL,3,232.800003051758,90.4000015258789
76967,1.0337803325718913,45.0,10,SINDVE,3,209.0,76.8000030517578
82517,6.053613424018512,77.0,20,DACRLA,3,227.399993896484,18.7000007629395
95138,3.0393141777613604,63.0,15,ALANEB,3,261.100006103516,94.0
101555,10.006993619295908,99.0,20,AGLAGA,3,264.100006103516,89.9000015258789
77156,3.0393141777613604,63.0,15,LITHCU,3,204.100006103516,96.9000015258789
89086,3.235349559345364,65.0,15,KNEMHO,3,250.699996948242,89.0999984741211
95170,1.544289138780233,55.0,10,PIMEGR,3,242.399993896484,89.5
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
82545,0.0,10.0,0,DIALPL,3,227.0,4.69999980926514
94418,0.1021017612416683,20.0,5,EPIPMA,3,270.0,1.70000004768372
83261,3.235349559345364,65.0,15,BACCRE,3,236.199996948242,80.3000030517578
94235,1.7770811544112366,59.0,10,XERONO,3,232.800003051758,90.4000015258789
95170,1.544289138780233,55.0,10,PIMEGR,3,268.100006103516,89.5
77232,4.080752142426378,73.0,15,DIPTC1,3,211.600006103516,89.4000015258789
101611,3.235349559345364,65.0,15,NEOSKI,3,295.5,80.9000015258789
89023,1.544289138780233,55.0,10,AGLAME,3,244.800003051758,89.8000030517578
95137,1.0337803325718913,45.0,10,PTYCCO,3,264.100006103516,93.8000030517578
83014,3.235349559345364,65.0,15,DRA2DA,3,221.399993896484,65.1999969482422
83124,1.6586431113709013,57.0,10,MACALO,3,235.100006103516,66.0
82883,1.8378317023500288,60.0,10,NEOSNI,3,226.600006103516,50.5999984741211
83270,47.63659772491275,216.0,20,SHORBR,3,239.399993896484,80.9000015258789
95169,3.335664539765303,66.0,15,MEZZLE,3,267.700012207031,89.8000030517578
95156,6.211871153943098,78.0,20,DACRR1,3,256.100006103516,90.6999969482422
95178,2.849404901851858,61.0,15,CYNOMA,3,268.700012207031,83.3000030517578
101389,10.21017612416683,100.0,20,DACRR1,3,292.5,79.5999984741211
101103,1.8378317023500288,60.0,10,NEOSKI,3,282.399993896484,43.7000007629395
77277,0.0574322406984384,15.0,5,MACALO,3,215.800003051758,93.4000015258789
77200,17.79021087874828,132.0,20,LITHCU,3,208.5,89.6999969482422
83259,6.865322425889775,82.0,20,XANTEL,3,236.5,86.0
83224,7.728082308381872,87.0,20,SCLEWA,3,208.5,89.6999969482422
95169,3.335664539765303,66.0,15,MEZZLE,3,208.5,89.6999969482422
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
101595,7.376852249710533,85.0,20,LOPHFL,3,295.200012207031,85.9000015258789
95182,3.335664539765303,66.0,15,CANALL,3,268.5,83.3000030517578
95137,1.0337803325718913,45.0,10,PTYCCO,3,261.5,94.0
95170,1.544289138780233,55.0,10,PIMEGR,3,268.100006103516,89.5
82435,4.307418052382881,75.0,15,DIPTC1,3,211.600006103516,71.5999984741211
77082,14.948718863392653,121.0,20,LITHCU,3,200.699996948242,85.6999969482422
95215,1.544289138780233,55.0,10,GIROPA,3,273.799987792969,98.0999984741211
89078,3.1365661053440492,64.0,15,MACALO,3,250.800003051758,83.5
89023,1.544289138780233,55.0,10,AGLAME,3,244.800003051758,89.8000030517578
76301,11.04332649589884,104.0,20,POL1RU,3,206.5,19.7000007629395
77275,0.6253732876052183,35.0,10,BLUMSU,3,218.5,94.5999984741211
83176,1.544289138780233,55.0,10,MACALO,3,222.699996948242,99.9000015258789
82514,4.307418052382881,75.0,15,AIDIWA,3,226.300003051758,18.7999992370605
94492,1.544289138780233,55.0,10,DACRR2,3,278.200012207031,14.1000003814697
95189,0.2297289627937536,30.0,5,PARKSP,3,264.399993896484,88.0
77294,8.27024266057513,90.0,20,IXONIC,3,217.300003051758,82.8000030517578
95137,1.0337803325718913,45.0,10,PTYCCO,3,261.100006103516,94.0
77176,0.0,10.0,0,NEOSNI,3,207.199996948242,90.0999984741211
95156,6.211871153943098,78.0,20,DACRR1,3,249.399993896484,91.0
101594,22.667612013262772,149.0,20,BUCHSE,3,264.100006103516,89.9000015258789
77210,1.6586431113709013,57.0,10,AIDIWA,3,207.600006103516,80.6999969482422
95169,3.335664539765303,66.0,15,MEZZLE,3,267.700012207031,89.8000030517578
88848,2.849404901851858,61.0,15,ATUNEX,3,257.700012207031,43.5999984741211
89035,18.608045986294044,135.0,20,CANALL,3,244.800003051758,90.1999969482422
94235,1.7770811544112366,59.0,10,XERONO,3,253.800003051758,90.1999969482422
95170,1.544289138780233,55.0,10,PIMEGR,3,233.300003051758,89.5
94403,0.15953400194010672,25.0,5,EPIPMA,3,269.100006103516,3.0
95159,6.534512719466771,80.0,20,CHISTO,3,261.5,94.0
101538,0.1021017612416683,20.0,5,ARCHBU,3,291.700012207031,81.8000030517578
101254,3.235349559345364,65.0,15,DIALMA,3,298.100006103516,42.0
77096,14.216649235289893,118.0,20,DIPTC1,3,201.899993896484,90.0
101555,10.006993619295908,99.0,20,AGLAGA,3,201.899993896484,90.0
95170,1.544289138780233,55.0,10,PIMEGR,3,267.700012207031,89.8000030517578
77277,0.0574322406984384,15.0,5,MACALO,3,218.399993896484,93.1999969482422
89023,1.544289138780233,55.0,10,AGLAME,3,242.399993896484,89.5
95137,1.0337803325718913,45.0,10,PTYCCO,3,264.100006103516,93.8000030517578
101565,0.0574322406984384,15.0,5,ARCHBU,3,286.100006103516,91.9000015258789
77232,4.080752142426378,73.0,15,DIPTC1,3,208.5,89.6999969482422
89021,3.335664539765303,66.0,15,DIOSVE,3,208.5,89.6999969482422
83164,1.6586431113709013,57.0,10,LOPHFL,3,220.100006103516,94.9000015258789
77258,3.9697164770760622,72.0,15,DACRRO,3,217.600006103516,96.5
77289,9.214683952060563,95.0,20,EUGECH,3,215.5,82.5999984741211
89023,1.544289138780233,55.0,10,AGLAME,3,233.300003051758,89.5
88652,1.7770811544112366,59.0,10,DIOSRU,3,259.200012207031,39.2000007629395
