TreeID,Species_Count,DBH,Species,Hectare,gx,gy,Height_m
551,11782,10.0,XERONO,1,15.8999996185303,25.7999992370605,24.395850929940462
712,9925,25.0,ANAXJA,1,8.39999961853027,54.4000015258789,33.558758248682004
8650,2786,20.0,DIOSNU,1,20.2000007629395,38.5,31.32732273553991
8875,9229,15.0,ARDICR,1,23.6000003814697,41.7000007629395,28.450502011022103
9102,4579,30.0,GIROPA,1,39.7999992370605,56.0999984741211,35.38197381662155
16938,814,78.0,POMEPA,1,47.5,7.69999980926514,44.93708826689591
16939,9016,138.0,SHORM2,1,49.7999992370605,6.09999990463257,50.642536851572046
16940,4405,10.0,NEOBHE,1,49.0,5.30000019073486,24.395850929940462
16936,3836,10.0,IXONIC,1,48.9000015258789,5.09999990463257,24.395850929940462
17353,9229,15.0,ARDICR,1,55.2999992370605,25.6000003814697,28.450502011022103
24839,622,20.0,DRYPPO,1,55.4000015258789,47.5,31.32732273553991
17893,3487,30.0,ALANEB,1,53.9000015258789,60.4000015258789,35.38197381662155
25708,2329,10.0,KNEMPA,1,69.0999984741211,54.2000007629395,24.395850929940462
34083,11782,20.0,XERONO,1,87.4000015258789,77.4000015258789,31.32732273553991
1583,9229,50.0,ARDICR,1,17.7000007629395,90.1999969482422,40.490230054281454
34586,747,130.0,SANTLA,1,96.5999984741211,90.5,50.04534450455582
9625,9229,15.0,ARDICR,1,29.3999996185303,89.9000015258789,28.450502011022103
9674,9229,20.0,ARDICR,1,34.0,89.9000015258789,31.32732273553991
1491,9229,25.0,ARDICR,1,12.8000001907349,89.5999984741211,33.558758248682004
1566,11782,15.0,XERONO,1,16.7999992370605,90.1999969482422,28.450502011022103
9802,9016,20.0,SHORM2,1,35.2000007629395,89.8000030517578,31.32732273553991
18076,9703,25.0,RINOAN,1,41.5,90.6999969482422,33.558758248682004
26252,4405,15.0,NEOBHE,1,64.6999969482422,90.3000030517578,28.450502011022103
34341,9229,25.0,ARDICR,1,83.5,91.0999984741211,33.558758248682004
1490,2219,15.0,MESUFE,1,11.5,89.9000015258789,28.450502011022103
1566,11782,15.0,XERONO,1,16.7999992370605,90.1999969482422,28.450502011022103
9671,2365,50.0,ARCHBU,1,32.9000015258789,89.8000030517578,40.490230054281454
34422,722,88.0,EUGECH,1,89.5,88.5999984741211,46.143368144782066
18117,9229,20.0,ARDICR,1,45.2999992370605,88.5999984741211,31.32732273553991
1347,2327,15.0,SHORP1,1,2.09999990463257,90.6999969482422,28.450502011022103
18179,9229,10.0,ARDICR,1,51.5,90.0999984741211,24.395850929940462
9667,9229,10.0,ARDICR,1,31.1000003814697,88.5,24.395850929940462
1566,11782,15.0,XERONO,1,16.7999992370605,90.1999969482422,28.450502011022103
9625,9229,15.0,ARDICR,1,29.3999996185303,89.9000015258789,28.450502011022103
1338,3830,10.0,DIOSSC,1,3.0,89.8000030517578,24.395850929940462
1599,3830,10.0,DIOSSC,1,19.7999992370605,89.5999984741211,24.395850929940462
26390,3075,25.0,SHORAC,1,71.1999969482422,89.6999969482422,33.558758248682004
18122,9703,30.0,RINOAN,1,48.0999984741211,89.8000030517578,35.38197381662155
18122,9703,30.0,RINOAN,1,48.0999984741211,89.8000030517578,35.38197381662155
18241,9229,15.0,ARDICR,1,56.0,89.9000015258789,28.450502011022103
34589,8384,10.0,APORM1,1,95.0999984741211,88.0,24.395850929940462
9677,9229,15.0,ARDICR,1,34.0,89.0,28.450502011022103
18111,1871,25.0,PAYELU,1,49.0999984741211,90.5999984741211,33.558758248682004
26427,3277,15.0,AIDIWA,1,71.5999984741211,90.3000030517578,28.450502011022103
9670,4405,15.0,NEOBHE,1,32.5,89.9000015258789,28.450502011022103
1429,3075,10.0,SHORAC,1,7.0,89.8000030517578,24.395850929940462
26390,3075,25.0,SHORAC,1,71.1999969482422,89.6999969482422,33.558758248682004
26393,1763,10.0,LANSDO,1,73.9000015258789,89.6999969482422,24.395850929940462
9674,9229,20.0,ARDICR,1,34.0,89.9000015258789,31.32732273553991
9802,9016,20.0,SHORM2,1,35.2000007629395,89.8000030517578,31.32732273553991
1583,9229,50.0,ARDICR,1,17.7000007629395,90.1999969482422,40.490230054281454
26313,1046,10.0,ALPHMA,1,68.5999984741211,90.3000030517578,24.395850929940462
34458,9016,123.0,SHORM2,1,90.0999984741211,84.8000030517578,49.491843553724166
18074,1496,10.0,SHORBR,1,43.2999992370605,90.0999984741211,24.395850929940462
26484,947,70.0,AGLACO,1,76.4000015258789,90.1999969482422,43.85495242049359
34321,1540,247.0,NEOSKI,1,81.4000015258789,90.0999984741211,56.463883366279774
1582,2327,40.0,SHORP1,1,18.0,90.1999969482422,38.25879454113936
809,9229,40.0,ARDICR,1,1.60000002384186,88.0999984741211,38.25879454113936
18073,11782,15.0,XERONO,1,43.0999984741211,90.1999969482422,28.450502011022103
9674,9229,20.0,ARDICR,1,34.0,89.9000015258789,31.32732273553991
9667,9229,10.0,ARDICR,1,31.1000003814697,88.5,24.395850929940462
1337,9925,15.0,ANAXJA,1,3.0,89.9000015258789,28.450502011022103
9548,1799,62.0,SHOROV,1,24.1000003814697,93.0999984741211,42.641343850450916
1344,3941,35.0,SCA1SP,1,3.20000004768372,87.9000015258789,36.92348061489413
1589,1870,10.0,SHORL2,1,16.2000007629395,87.9000015258789,24.395850929940462
18241,9229,15.0,ARDICR,1,56.0,89.9000015258789,28.450502011022103
9699,9703,10.0,RINOAN,1,31.8999996185303,93.1999969482422,24.395850929940462
26422,9229,20.0,ARDICR,1,73.0,90.1999969482422,31.32732273553991
34410,4579,67.0,GIROPA,1,87.4000015258789,90.4000015258789,43.41692619390965
18123,1181,10.0,IXORLO,1,50.0,89.8000030517578,24.395850929940462
1425,9229,10.0,ARDICR,1,6.19999980926514,88.0999984741211,24.395850929940462
1338,3830,10.0,DIOSSC,1,3.0,89.8000030517578,24.395850929940462
34505,8384,10.0,APORM1,1,94.9000015258789,90.5,24.395850929940462
26328,888,667.0,KOOMMA,1,69.6999969482422,89.6999969482422,66.39790045915623
26390,3075,25.0,SHORAC,1,71.1999969482422,89.6999969482422,33.558758248682004
18179,9229,10.0,ARDICR,1,51.5,90.0999984741211,24.395850929940462
18053,1776,20.0,DIOSAP,1,43.7000007629395,89.9000015258789,31.32732273553991
34590,3836,20.0,IXONIC,1,95.0999984741211,88.5999984741211,31.32732273553991
1337,9925,15.0,ANAXJA,1,3.0,89.9000015258789,28.450502011022103
9713,9703,25.0,RINOAN,1,33.7999992370605,91.6999969482422,33.558758248682004
34581,2444,15.0,TARES8,1,97.5,91.6999969482422,28.450502011022103
34505,8384,10.0,APORM1,1,94.9000015258789,90.5,24.395850929940462
18051,1091,15.0,GONOGR,1,41.9000015258789,89.6999969482422,28.450502011022103
9666,9229,20.0,ARDICR,1,30.8999996185303,88.5,31.32732273553991
26427,3277,15.0,AIDIWA,1,71.5999984741211,90.3000030517578,28.450502011022103
9615,674,10.0,SHOROC,1,26.2000007629395,86.9000015258789,24.395850929940462
34505,8384,10.0,APORM1,1,94.9000015258789,90.5,24.395850929940462
18204,9925,25.0,ANAXJA,1,52.5,99.5999984741211,33.558758248682004
26245,9229,35.0,ARDICR,1,60.2000007629395,85.1999969482422,36.92348061489413
1570,2065,20.0,LITHCU,1,16.2999992370605,92.4000015258789,31.32732273553991
26313,1046,10.0,ALPHMA,1,68.5999984741211,90.3000030517578,24.395850929940462
