TreeID,Species_Count,DBH,Species,Hectare,gx,gy,Height_m
120444,2413,10.0,ONC1MO,4,342.899993896484,16.7999992370605,24.395850929940462
121581,11782,10.0,XERONO,4,347.100006103516,95.8000030517578,24.395850929940462
127219,9229,20.0,ARDICR,4,366.700012207031,4.59999990463257,31.32732273553991
127224,9703,10.0,RINOAN,4,368.100006103516,4.90000009536743,24.395850929940462
127225,5149,15.0,KNEMLA,4,368.200012207031,4.90000009536743,28.450502011022103
127294,11782,129.0,XERONO,4,374.200012207031,11.5,49.96812404361672
127839,11782,10.0,XERONO,4,369.5,55.9000015258789,24.395850929940462
128367,9016,20.0,SHORM2,4,374.899993896484,83.5999984741211,31.32732273553991
133686,9016,15.0,SHORM2,4,385.700012207031,0.400000005960464,28.450502011022103
134525,445,97.0,LITHWA,4,391.899993896484,50.0999984741211,47.117109785033826
134671,4167,40.0,SHORP2,4,395.600006103516,44.2000007629395,38.25879454113936
107990,3941,45.0,SCA1SP,4,306.100006103516,90.0999984741211,39.43662489770319
135119,886,10.0,GARCEU,4,391.0,90.0999984741211,24.395850929940462
128435,5149,10.0,KNEMLA,4,376.0,90.0999984741211,24.395850929940462
108156,1496,25.0,SHORBR,4,316.0,89.8000030517578,33.558758248682004
108192,9229,10.0,ARDICR,4,317.799987792969,89.9000015258789,24.395850929940462
121607,1417,10.0,SINDCO,4,349.200012207031,90.0999984741211,24.395850929940462
128307,2136,10.0,ROTHMA,4,365.799987792969,90.5,24.395850929940462
115026,6438,40.0,DACRR1,4,334.5,89.3000030517578,38.25879454113936
121633,2219,20.0,MESUFE,4,347.799987792969,89.3000030517578,31.32732273553991
121614,9229,30.0,ARDICR,4,346.200012207031,89.6999969482422,35.38197381662155
108001,1496,20.0,SHORBR,4,309.100006103516,90.0999984741211,31.32732273553991
135196,1670,25.0,DIOSVE,4,395.700012207031,89.8000030517578,33.558758248682004
128434,9016,10.0,SHORM2,4,377.200012207031,89.9000015258789,24.395850929940462
107990,3941,45.0,SCA1SP,4,306.100006103516,90.0999984741211,39.43662489770319
121654,9229,15.0,ARDICR,4,352.899993896484,88.4000015258789,28.450502011022103
135199,8384,15.0,APORM1,4,397.600006103516,89.9000015258789,28.450502011022103
135056,9016,25.0,SHORM2,4,387.700012207031,88.0,33.558758248682004
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
134955,1871,104.0,PAYELU,4,380.200012207031,89.9000015258789,47.81390899141372
108136,4579,72.0,GIROPA,4,318.799987792969,95.0,44.13666119016055
108172,920,20.0,ANT1CO,4,317.200012207031,87.5,31.32732273553991
135191,9703,45.0,RINOAN,4,397.100006103516,90.0999984741211,39.43662489770319
114877,3127,30.0,PHAEOP,4,320.5,91.8000030517578,35.38197381662155
108152,784,10.0,HOMALO,4,316.799987792969,87.1999969482422,24.395850929940462
115026,6438,40.0,DACRR1,4,334.5,89.3000030517578,38.25879454113936
135191,9703,45.0,RINOAN,4,397.100006103516,90.0999984741211,39.43662489770319
135124,5149,10.0,KNEMLA,4,391.100006103516,92.0999984741211,24.395850929940462
108066,9229,10.0,ARDICR,4,313.899993896484,87.6999969482422,24.395850929940462
121755,9016,10.0,SHORM2,4,355.200012207031,88.1999969482422,24.395850929940462
108141,2217,15.0,SHORM1,4,318.600006103516,90.5999984741211,28.450502011022103
121657,9016,15.0,SHORM2,4,354.799987792969,89.0999984741211,28.450502011022103
128434,9016,10.0,SHORM2,4,377.200012207031,89.9000015258789,24.395850929940462
134984,9229,20.0,ARDICR,4,383.399993896484,90.0999984741211,31.32732273553991
128264,3277,20.0,AIDIWA,4,362.700012207031,93.6999969482422,31.32732273553991
134970,9703,35.0,RINOAN,4,380.600006103516,92.5,36.92348061489413
128306,9229,25.0,ARDICR,4,365.5,90.3000030517578,33.558758248682004
134984,9229,20.0,ARDICR,4,383.399993896484,90.0999984741211,31.32732273553991
115027,261,20.0,LITHWR,4,334.799987792969,89.3000030517578,31.32732273553991
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
114953,2367,10.0,KNEMFU,4,329.799987792969,90.1999969482422,24.395850929940462
135200,9229,30.0,ARDICR,4,398.0,89.1999969482422,35.38197381662155
134984,9229,20.0,ARDICR,4,383.399993896484,90.0999984741211,31.32732273553991
134984,9229,20.0,ARDICR,4,383.399993896484,90.0999984741211,31.32732273553991
128329,9229,10.0,ARDICR,4,366.600006103516,89.5,24.395850929940462
128450,9016,15.0,SHORM2,4,378.0,90.5,28.450502011022103
114959,907,56.0,POL1RU,4,325.299987792969,89.6999969482422,41.623516907351494
115080,343,20.0,HORSBR,4,337.100006103516,90.3000030517578,31.32732273553991
114874,8384,10.0,APORM1,4,321.100006103516,90.6999969482422,24.395850929940462
114865,3941,30.0,SCA1SP,4,321.200012207031,89.8000030517578,35.38197381662155
128449,9016,10.0,SHORM2,4,378.700012207031,90.3000030517578,24.395850929940462
134958,1343,71.0,CANALL,4,384.5,89.9000015258789,43.99679877041315
108126,6438,10.0,DACRR1,4,316.600006103516,90.4000015258789,24.395850929940462
134957,9703,20.0,RINOAN,4,381.899993896484,89.4000015258789,31.32732273553991
135138,9703,20.0,RINOAN,4,394.100006103516,91.0999984741211,31.32732273553991
135111,3941,15.0,SCA1SP,4,394.799987792969,86.5999984741211,28.450502011022103
135057,3127,20.0,PHAEOP,4,388.100006103516,87.4000015258789,31.32732273553991
114865,3941,30.0,SCA1SP,4,321.200012207031,89.8000030517578,35.38197381662155
128456,1833,10.0,UROPHI,4,375.899993896484,88.6999969482422,24.395850929940462
135031,4374,35.0,BARRMA,4,385.5,93.5,36.92348061489413
128381,1336,10.0,SANTAP,4,372.5,87.9000015258789,24.395850929940462
121617,6438,10.0,DACRR1,4,347.399993896484,89.5,24.395850929940462
115038,1300,50.0,PTYCCO,4,332.299987792969,91.0,40.490230054281454
108087,3127,20.0,PHAEOP,4,313.100006103516,90.3000030517578,31.32732273553991
135209,11782,15.0,XERONO,4,396.899993896484,87.1999969482422,28.450502011022103
114949,2309,67.0,XANTEU,4,329.399993896484,90.5,43.41692619390965
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
121606,3487,20.0,ALANEB,4,349.700012207031,90.8000030517578,31.32732273553991
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
135199,8384,15.0,APORM1,4,397.600006103516,89.9000015258789,28.450502011022103
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
135191,9703,45.0,RINOAN,4,397.100006103516,90.0999984741211,39.43662489770319
121613,9229,20.0,ARDICR,4,346.100006103516,89.8000030517578,31.32732273553991
134955,1871,104.0,PAYELU,4,380.200012207031,89.9000015258789,47.81390899141372
128329,9229,10.0,ARDICR,4,366.600006103516,89.5,24.395850929940462
108086,9229,15.0,ARDICR,4,313.799987792969,90.6999969482422,28.450502011022103
135044,4374,25.0,BARRMA,4,388.799987792969,90.1999969482422,33.558758248682004
128435,5149,10.0,KNEMLA,4,376.0,90.0999984741211,24.395850929940462
121685,9016,10.0,SHORM2,4,350.5,97.5999984741211,24.395850929940462
107958,680,50.0,DIOSBU,4,304.100006103516,90.4000015258789,40.490230054281454
121548,1871,30.0,PAYELU,4,342.0,90.6999969482422,35.38197381662155
128307,2136,10.0,ROTHMA,4,365.799987792969,90.5,24.395850929940462
114838,292,10.0,CINNIN,4,321.600006103516,82.1999969482422,24.395850929940462
128435,5149,10.0,KNEMLA,4,376.0,90.0999984741211,24.395850929940462
108189,3127,25.0,PHAEOP,4,317.200012207031,82.0999984741211,33.558758248682004
121607,1417,10.0,SINDCO,4,349.200012207031,90.0999984741211,24.395850929940462
108068,9229,20.0,ARDICR,4,311.899993896484,92.0,31.32732273553991
128405,1046,54.0,ALPHMA,4,374.899993896484,90.0999984741211,41.259840465642746
121599,9016,10.0,SHORM2,4,346.5,90.6999969482422,24.395850929940462
121547,3277,10.0,AIDIWA,4,340.899993896484,90.9000015258789,24.395850929940462
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
108154,9703,25.0,RINOAN,4,315.799987792969,88.5999984741211,33.558758248682004
128434,9016,10.0,SHORM2,4,377.200012207031,89.9000015258789,24.395850929940462
128405,1046,54.0,ALPHMA,4,374.899993896484,90.0999984741211,41.259840465642746
107998,9229,20.0,ARDICR,4,309.100006103516,91.9000015258789,31.32732273553991
135199,8384,15.0,APORM1,4,397.600006103516,89.9000015258789,28.450502011022103
128322,1343,10.0,CANALL,4,368.899993896484,90.5,24.395850929940462
128437,2011,10.0,DIPTC1,4,376.299987792969,90.5,24.395850929940462
128463,4167,25.0,SHORP2,4,379.100006103516,85.5999984741211,33.558758248682004
108125,9229,10.0,ARDICR,4,316.899993896484,90.1999969482422,24.395850929940462
121663,730,20.0,EUGEV2,4,351.200012207031,90.0999984741211,31.32732273553991
108155,9229,10.0,ARDICR,4,315.5,89.0,24.395850929940462
114890,747,20.0,SANTLA,4,323.700012207031,91.4000015258789,31.32732273553991
121589,621,30.0,DRA1LL,4,349.399993896484,99.4000015258789,35.38197381662155
121741,650,105.0,EUGEDE,4,359.600006103516,92.0999984741211,47.909603501575226
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
114858,9229,15.0,ARDICR,4,320.200012207031,86.1999969482422,28.450502011022103
128246,1575,25.0,APORGL,4,363.5,86.1999969482422,33.558758248682004
115023,1318,30.0,CLE1M2,4,331.700012207031,89.6999969482422,35.38197381662155
114870,9229,15.0,ARDICR,4,324.200012207031,89.4000015258789,28.450502011022103
115097,1080,20.0,MEMEME,4,337.899993896484,91.1999969482422,31.32732273553991
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
108036,3830,10.0,DIOSSC,4,305.600006103516,83.5,24.395850929940462
128322,1343,10.0,CANALL,4,368.899993896484,90.5,24.395850929940462
128447,923,35.0,GLUTM2,4,379.899993896484,91.4000015258789,36.92348061489413
121610,9229,20.0,ARDICR,4,345.399993896484,88.1999969482422,31.32732273553991
134959,9016,15.0,SHORM2,4,380.600006103516,90.4000015258789,28.450502011022103
128434,9016,10.0,SHORM2,4,377.200012207031,89.9000015258789,24.395850929940462
121614,9229,30.0,ARDICR,4,346.200012207031,89.6999969482422,35.38197381662155
135191,9703,45.0,RINOAN,4,397.100006103516,90.0999984741211,39.43662489770319
115091,2286,25.0,ARDIS2,4,337.0,93.0,33.558758248682004
114620,9229,10.0,ARDICR,4,324.799987792969,79.4000015258789,24.395850929940462
135037,1417,25.0,SINDCO,4,387.600006103516,94.3000030517578,33.558758248682004
108143,11782,10.0,XERONO,4,317.0,91.8000030517578,24.395850929940462
121698,1540,25.0,NEOSKI,4,354.600006103516,95.5,33.558758248682004
134975,1833,10.0,UROPHI,4,381.399993896484,94.4000015258789,24.395850929940462
135191,9703,45.0,RINOAN,4,397.100006103516,90.0999984741211,39.43662489770319
128434,9016,10.0,SHORM2,4,377.200012207031,89.9000015258789,24.395850929940462
107949,2217,91.0,SHORM1,4,302.0,90.3000030517578,46.4785950651685
114944,6438,10.0,DACRR1,4,328.5,93.1999969482422,24.395850929940462
128244,577,133.0,PRUNGR,4,363.799987792969,89.5,50.273491282217535
114895,9229,25.0,ARDICR,4,323.399993896484,90.9000015258789,33.558758248682004
135089,3127,15.0,PHAEOP,4,390.600006103516,82.4000015258789,28.450502011022103
115110,1985,15.0,APORPR,4,339.299987792969,89.6999969482422,28.450502011022103
121615,3127,35.0,PHAEOP,4,346.899993896484,89.6999969482422,36.92348061489413
128436,1135,25.0,IXORC1,4,375.600006103516,90.3000030517578,33.558758248682004
128405,1046,54.0,ALPHMA,4,374.899993896484,90.0999984741211,41.259840465642746
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
108161,9016,140.0,SHORM2,4,318.399993896484,88.3000030517578,50.78642422609304
108001,1496,20.0,SHORBR,4,309.100006103516,90.0999984741211,31.32732273553991
128435,5149,10.0,KNEMLA,4,376.0,90.0999984741211,24.395850929940462
134962,9229,15.0,ARDICR,4,383.100006103516,88.0999984741211,28.450502011022103
108054,175,75.0,LITSFE,4,311.200012207031,89.0,44.5448811353631
134955,1871,104.0,PAYELU,4,380.200012207031,89.9000015258789,47.81390899141372
121607,1417,10.0,SINDCO,4,349.200012207031,90.0999984741211,24.395850929940462
114928,9229,10.0,ARDICR,4,325.399993896484,90.0999984741211,24.395850929940462
108125,9229,10.0,ARDICR,4,316.899993896484,90.1999969482422,24.395850929940462
121673,3830,10.0,DIOSSC,4,351.899993896484,95.1999969482422,24.395850929940462
128450,9016,15.0,SHORM2,4,378.0,90.5,28.450502011022103
121652,1782,25.0,GREWMI,4,352.399993896484,88.0,33.558758248682004
128383,1893,94.0,MILLAT,4,374.799987792969,88.8000030517578,46.802947822700034
121771,1871,80.0,PAYELU,4,357.299987792969,84.6999969482422,45.19026634673881
128435,5149,10.0,KNEMLA,4,376.0,90.0999984741211,24.395850929940462
134931,1149,15.0,IXORC2,4,381.299987792969,81.0999984741211,28.450502011022103
115061,368,15.0,PRISS1,4,333.299987792969,90.0999984741211,28.450502011022103
128373,2065,74.0,LITHCU,4,374.0,81.0,44.4106509320417
107990,3941,45.0,SCA1SP,4,306.100006103516,90.0999984741211,39.43662489770319
121657,9016,15.0,SHORM2,4,354.799987792969,89.0999984741211,28.450502011022103
108128,2011,15.0,DIPTC1,4,315.100006103516,90.9000015258789,28.450502011022103
107918,2329,30.0,KNEMPA,4,319.100006103516,61.7000007629395,35.38197381662155
134983,9703,20.0,RINOAN,4,383.5,90.8000030517578,31.32732273553991
108083,6438,35.0,DACRR1,4,314.399993896484,92.5,36.92348061489413
115023,1318,30.0,CLE1M2,4,331.700012207031,89.6999969482422,35.38197381662155
108127,622,20.0,DRYPPO,4,315.799987792969,90.6999969482422,31.32732273553991
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
128331,1799,20.0,SHOROV,4,369.200012207031,88.8000030517578,31.32732273553991
134958,1343,71.0,CANALL,4,384.5,89.9000015258789,43.99679877041315
134935,807,10.0,LITHRA,4,383.0,84.0999984741211,24.395850929940462
114896,8384,15.0,APORM1,4,323.100006103516,90.3000030517578,28.450502011022103
114785,11782,10.0,XERONO,4,336.700012207031,74.6999969482422,24.395850929940462
128306,9229,25.0,ARDICR,4,365.5,90.3000030517578,33.558758248682004
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
114942,8384,15.0,APORM1,4,328.700012207031,94.4000015258789,28.450502011022103
115100,9229,10.0,ARDICR,4,337.899993896484,90.5,24.395850929940462
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
135197,11782,45.0,XERONO,4,396.799987792969,89.5999984741211,39.43662489770319
108170,2074,15.0,LEPISE,4,317.799987792969,87.5999984741211,28.450502011022103
121599,9016,10.0,SHORM2,4,346.5,90.6999969482422,24.395850929940462
121756,1496,35.0,SHORBR,4,356.799987792969,87.9000015258789,36.92348061489413
135106,11782,10.0,XERONO,4,391.700012207031,87.9000015258789,24.395850929940462
108003,6010,30.0,SHORL1,4,306.0,84.6999969482422,35.38197381662155
134984,9229,20.0,ARDICR,4,383.399993896484,90.0999984741211,31.32732273553991
121752,1893,35.0,MILLAT,4,355.600006103516,87.0999984741211,36.92348061489413
128449,9016,10.0,SHORM2,4,378.700012207031,90.3000030517578,24.395850929940462
134951,4579,30.0,GIROPA,4,380.100006103516,88.0999984741211,35.38197381662155
107927,9229,10.0,ARDICR,4,301.799987792969,84.5999984741211,24.395850929940462
135214,3941,15.0,SCA1SP,4,395.0,81.8000030517578,28.450502011022103
114896,8384,15.0,APORM1,4,323.100006103516,90.3000030517578,28.450502011022103
121617,6438,10.0,DACRR1,4,347.399993896484,89.5,24.395850929940462
114933,645,75.0,MEL1FU,4,325.200012207031,91.5,44.5448811353631
108087,3127,20.0,PHAEOP,4,313.100006103516,90.3000030517578,31.32732273553991
115044,3127,15.0,PHAEOP,4,330.899993896484,93.6999969482422,28.450502011022103
114642,3127,15.0,PHAEOP,4,327.899993896484,78.8000030517578,28.450502011022103
114870,9229,15.0,ARDICR,4,324.200012207031,89.4000015258789,28.450502011022103
121598,3040,15.0,LEPITE,4,346.700012207031,90.1999969482422,28.450502011022103
134984,9229,20.0,ARDICR,4,383.399993896484,90.0999984741211,31.32732273553991
114875,2074,10.0,LEPISE,4,320.399993896484,91.3000030517578,24.395850929940462
134540,9229,10.0,ARDICR,4,394.299987792969,53.7000007629395,24.395850929940462
108055,343,15.0,ALSEP2,4,312.200012207031,88.3000030517578,28.450502011022103
121651,1318,25.0,CLE1M2,4,351.799987792969,89.0999984741211,33.558758248682004
121655,9703,15.0,RINOAN,4,352.899993896484,88.1999969482422,28.450502011022103
121613,9229,20.0,ARDICR,4,346.100006103516,89.8000030517578,31.32732273553991
108173,11782,30.0,XERONO,4,317.5,87.6999969482422,35.38197381662155
128307,2136,10.0,ROTHMA,4,365.799987792969,90.5,24.395850929940462
114952,9229,35.0,ARDICR,4,328.399993896484,90.6999969482422,36.92348061489413
135221,3830,15.0,DIOSSC,4,396.200012207031,84.0999984741211,28.450502011022103
114322,8384,10.0,APORM1,4,323.700012207031,51.7999992370605,24.395850929940462
114865,3941,30.0,SCA1SP,4,321.200012207031,89.8000030517578,35.38197381662155
128365,6010,25.0,SHORL1,4,373.899993896484,84.0,33.558758248682004
134952,907,10.0,POL1RU,4,380.899993896484,88.8000030517578,24.395850929940462
128309,1776,10.0,DIOSAP,4,366.200012207031,90.6999969482422,24.395850929940462
108192,9229,10.0,ARDICR,4,317.799987792969,89.9000015258789,24.395850929940462
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
128308,1318,30.0,CLE1M2,4,365.399993896484,90.5,35.38197381662155
128437,2011,10.0,DIPTC1,4,376.299987792969,90.5,24.395850929940462
114874,8384,10.0,APORM1,4,321.100006103516,90.6999969482422,24.395850929940462
134940,3941,92.0,SCA1SP,4,384.899993896484,83.8000030517578,46.5878857704904
128393,9703,25.0,RINOAN,4,371.600006103516,92.1999969482422,33.558758248682004
115079,6438,10.0,DACRR1,4,337.5,90.0999984741211,24.395850929940462
108157,1305,10.0,LITSM2,4,316.0,89.9000015258789,24.395850929940462
114772,9016,15.0,SHORM2,4,337.0,70.5,28.450502011022103
108140,3127,225.0,PHAEOP,4,319.0,90.4000015258789,55.5310040220442
128383,1893,94.0,MILLAT,4,374.799987792969,88.8000030517578,46.802947822700034
135109,621,15.0,DRA1LL,4,394.100006103516,89.9000015258789,28.450502011022103
114850,1113,65.0,APORFA,4,323.700012207031,82.1999969482422,43.113872698956364
114868,1318,10.0,CLE1M2,4,322.600006103516,89.5,24.395850929940462
134957,9703,20.0,RINOAN,4,381.899993896484,89.4000015258789,31.32732273553991
108150,2329,20.0,KNEMPA,4,317.200012207031,87.0,31.32732273553991
114894,2136,15.0,ROTHMA,4,323.399993896484,91.3000030517578,28.450502011022103
